id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
6359,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,C,E,E,H,F,B,BI,CS,A,J,BM,A,K,DJ,0.475784,0.681761,0.462347,0.534409,0.78323,0.3735,0.359439,0.36083,0.44352,0.45017,0.291268,0.295524,0.333292,0.396816
6369,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,B,A,E,E,H,F,B,BI,CO,C,AH,AS,A,K,DF,0.441242,0.555782,0.506105,0.383428,0.491114,0.327501,0.361601,0.48864,0.36285,0.36458,0.263154,0.289207,0.30435,0.251828
6375,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,F,H,H,F,B,BI,EB,A,AV,AE,C,K,GS,0.480125,0.422197,0.745801,0.309621,0.61906,0.317735,0.338809,0.26847,0.41471,0.43919,0.6075,0.594646,0.315758,0.294785
6378,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,D,B,D,B,C,B,B,C,B,D,D,D,A,A,A,A,D,A,C,E,A,C,T,L,J,A,A,K,E,G,I,G,BI,EL,A,AG,AD,A,P,JL,0.828247,0.047297,0.063386,0.364302,0.288217,0.672344,0.375659,0.54829,0.92266,0.71775,0.415029,0.481306,0.810511,0.739929
6380,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,C,E,C,A,D,K,A,A,A,F,I,G,H,D,BI,CS,C,AH,H,J,K,GX,0.252973,0.827585,0.944251,0.383428,0.281143,0.404232,0.793549,0.76827,0.35127,0.3006,0.797841,0.785706,0.284958,0.216168
6385,A,B,A,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,B,B,D,B,B,C,B,D,B,A,B,A,B,H,D,D,C,G,C,D,T,F,F,A,A,G,F,F,J,E,BI,CL,A,AA,AN,A,N,IU,0.455585,0.827585,0.80643,0.236924,0.281143,0.753304,0.892245,0.45289,0.41471,0.58796,0.784967,0.772574,0.611431,0.622626
6387,A,B,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,E,E,C,A,S,L,I,A,C,G,H,I,I,I,BI,CL,A,AF,BJ,A,O,HQ,0.461344,0.785784,0.57136,0.300956,0.950364,0.407919,0.466397,0.50658,0.41471,0.45017,0.665172,0.651918,0.592264,0.213254
6391,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,B,B,D,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,H,A,A,A,H,E,H,K,K,BI,CO,G,N,AJ,A,P,FR,0.367378,0.15999,0.162313,0.259793,0.348388,0.571309,0.70025,0.34987,0.37458,0.48334,0.381398,0.424625,0.704052,0.603465
6392,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,C,B,D,E,A,A,P,K,A,A,A,H,F,G,D,B,BI,AM,A,J,I,C,I,HX,0.640095,0.078346,0.230975,0.62377,0.302678,0.420474,0.396193,0.29758,0.47481,0.59869,0.472726,0.462286,0.274217,0.389635
6393,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,B,C,B,D,B,D,A,A,B,H,C,C,C,E,A,C,T,F,A,A,A,K,F,E,G,G,BI,CS,C,AW,L,C,O,LM,0.905798,0.555782,0.280933,0.705434,0.281143,0.876738,0.593072,0.9802,0.93383,0.8351,0.802827,0.790803,0.808455,0.838061
6400,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,A,D,G,H,G,D,BI,CL,A,E,BF,E,K,EE,0.380957,0.555782,0.944251,0.195483,0.473767,0.349617,0.548733,0.25461,0.36285,0.31003,0.4922,0.481306,0.295948,0.804856
6411,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,C,A,C,C,A,C,B,C,B,C,A,A,A,A,A,C,D,C,E,E,A,D,K,A,A,A,D,E,J,G,A,BI,CS,A,E,AE,E,K,CK,0.290813,0.737068,0.711159,0.412789,0.302678,0.212308,0.325779,0.29758,0.34365,0.30529,0.24541,0.241676,0.258586,0.805563
6415,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,B,A,D,D,C,E,A,A,D,H,G,A,A,L,K,F,E,H,BI,CL,A,J,K,A,H,MJ,0.493164,0.737068,0.527991,0.89851,0.919163,0.519454,0.448272,0.26847,0.5063,0.65576,0.94945,0.961687,0.238667,0.376941
6416,A,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,D,A,A,E,F,I,G,B,AB,BC,K,AX,AX,E,K,DP,0.3153,0.488789,0.54977,0.452887,0.281143,0.248317,0.332098,0.70839,0.26401,0.23545,0.324486,0.352251,0.271571,0.331219
6419,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,C,B,B,C,B,B,B,A,B,A,B,H,D,B,B,E,E,A,I,F,A,A,A,D,E,K,F,A,AB,CS,C,AH,BG,A,J,CP,0.354006,0.245921,0.440642,0.176921,0.348388,0.172077,0.261582,0.25461,0.30859,0.27333,0.202159,0.199761,0.210818,0.251828
6421,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,H,A,A,A,H,F,G,E,B,BI,CL,A,J,I,C,J,HX,0.629339,0.15999,0.230975,0.62377,0.388783,0.460158,0.440595,0.29758,0.5042,0.54983,0.453334,0.462286,0.312885,0.377551
6432,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,O,A,A,A,E,F,H,F,B,BI,BT,G,AA,AX,F,K,DP,0.497513,0.737068,0.54977,0.452887,0.499798,0.350956,0.363768,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.622633
6438,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,J,A,A,A,E,E,H,F,B,CC,EB,A,AK,AS,F,K,DF,0.441242,0.299102,0.54977,0.383428,0.491114,0.314937,0.35649,0.48864,0.36285,0.36458,0.307628,0.301921,0.30435,0.480306
6444,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,C,A,A,F,G,G,G,D,BI,CS,A,A,H,A,J,GS,0.331798,0.785784,0.692825,0.284048,0.372405,0.40112,0.710911,0.4293,0.43111,0.43919,0.569745,0.55738,0.282249,0.411237
6445,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,I,A,A,A,H,G,G,K,K,BI,CS,C,E,L,A,P,IG,0.513457,0.620805,0.506105,0.753703,0.281143,0.683131,0.533662,0.87698,0.521,0.61459,0.757468,0.74464,0.78245,0.818542
6446,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,K,A,A,A,G,F,G,K,K,BI,EB,A,E,AE,E,N,HK,0.458463,0.422197,0.61366,0.327354,0.718531,0.697709,0.538939,0.35533,0.38249,0.73971,0.661688,0.648446,0.736269,0.820828
6448,A,B,B,B,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,D,B,B,B,B,C,B,B,B,A,A,B,A,A,D,D,C,E,E,A,D,G,G,A,A,D,F,K,H,A,AB,CO,K,AR,X,A,M,CR,0.284869,0.620805,0.592681,0.886774,0.889301,0.212308,0.263972,0.72299,0.31763,0.25604,0.223038,0.250169,0.360468,0.421687
6452,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,J,A,A,A,E,F,H,F,B,BI,BT,A,AS,AX,C,K,DP,0.497513,0.827585,0.54977,0.452887,0.499798,0.350956,0.376887,0.58354,0.44352,0.39599,0.341813,0.352251,0.342239,0.735777
6459,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,D,A,K,I,A,A,A,C,E,K,K,A,BI,EE,E,E,AV,A,L,CB,0.06752,0.620805,0.634224,0.176921,0.281143,0.204165,0.348605,0.23688,0.22234,0.19782,0.187481,0.18552,0.268941,0.80404
6470,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,E,E,E,A,S,G,F,A,B,D,E,J,G,I,AB,EB,A,N,X,A,M,CU,0.326675,0.422197,0.506105,0.944513,0.858841,0.250519,0.318237,0.64577,0.31763,0.2123,0.217678,0.230661,0.327393,0.600116
6475,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,A,A,A,B,E,E,I,E,B,BI,AM,A,S,AY,A,J,DJ,0.457024,0.078346,0.397983,0.652072,0.666857,0.259907,0.251325,0.38885,0.3268,0.26894,0.275431,0.270746,0.222124,0.674191
6484,A,B,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,A,E,R,L,I,A,A,G,E,H,I,F,BI,CS,A,AH,BC,A,O,HJ,0.646748,0.15999,0.230975,0.815505,0.281143,0.569868,0.471805,0.51256,0.66201,0.50556,0.396226,0.387819,0.666708,0.227896
6492,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,C,C,D,A,C,T,K,A,A,B,K,G,G,J,G,BI,CS,A,E,L,F,O,LN,0.702649,0.620805,0.336963,0.761209,0.281143,0.760873,0.397138,0.96114,0.64296,0.8351,0.82184,0.832658,0.81255,0.806622
6502,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,G,D,A,A,G,E,F,E,D,BI,BT,C,W,A,A,J,HK,0.582297,0.127059,0.336963,0.229617,0.281143,0.545505,0.830096,0.27797,0.55441,0.43373,0.4922,0.481306,0.298734,0.504537
6505,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,A,A,A,A,G,F,E,I,E,BI,CL,A,E,F,E,M,HQ,0.632041,0.681761,0.711159,0.442784,0.482436,0.834749,0.845447,0.54829,0.62738,0.77245,0.742852,0.729856,0.675536,0.822978
6506,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,D,D,A,A,P,I,A,A,A,F,D,G,E,B,BI,CQ,I,AH,X,A,J,GT,0.596331,0.245921,0.174588,0.89851,0.831634,0.398862,0.349165,0.53642,0.427,0.52221,0.26014,0.270746,0.287682,0.252537
6513,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,D,B,B,D,D,D,A,C,B,D,B,D,A,A,A,A,D,C,C,B,G,C,T,I,A,A,C,M,E,C,F,G,BI,CO,A,J,S,A,Q,GB,0.981552,0.827585,0.201309,0.849584,0.892675,0.98896,0.877428,0.87437,0.99169,0.80914,0.895938,0.887214,0.886284,0.602875
6514,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,B,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,G,F,A,A,J,E,F,H,G,BU,CM,G,AB,S,A,O,LL,0.872918,0.127059,0.111114,0.594598,0.517162,0.817531,0.488385,0.64577,0.90411,0.81591,0.569745,0.55738,0.826353,0.597966
6524,A,B,A,A,A,B,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,D,C,A,A,A,G,H,D,D,C,E,A,D,T,M,I,A,A,K,F,F,J,K,BI,BT,A,E,AX,C,P,LW,0.716981,0.422197,0.230975,0.463029,0.281143,0.848535,0.691687,0.68823,0.71934,0.79863,0.81013,0.798279,0.839341,0.814441
6525,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,C,E,C,A,D,O,C,A,A,D,E,I,F,A,K,N,A,J,AE,A,J,DC,0.401673,0.036553,0.280933,0.259793,0.302678,0.247221,0.369039,0.25918,0.39447,0.36458,0.204687,0.202213,0.250991,0.381813
6528,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,C,A,D,B,C,E,A,C,T,L,D,A,A,K,F,F,H,G,BU,BC,A,AT,S,A,P,MD,0.894333,0.555782,0.336963,0.83884,0.594196,0.8591,0.641751,0.68823,0.91644,0.82249,0.872013,0.871011,0.849838,0.769055
6529,A,B,A,B,B,B,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,B,B,A,A,C,B,B,B,A,A,A,C,A,C,D,D,E,A,A,P,M,J,A,B,F,F,F,F,D,BI,CL,E,AN,AN,R,J,GS,0.475784,0.299102,0.61366,0.189137,0.281143,0.484187,0.78326,0.25918,0.46226,0.40666,0.511698,0.519456,0.282249,0.283923
6531,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,F,A,A,G,H,H,G,D,BI,W,A,AF,AG,A,L,HK,0.436958,0.299102,0.745801,0.208655,0.281143,0.393798,0.533539,0.27797,0.5042,0.31003,0.678924,0.729856,0.333292,0.211155
6538,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,A,A,A,A,F,F,F,F,D,BI,BT,E,N,AN,A,K,GS,0.472892,0.100099,0.65431,0.189137,0.281143,0.480076,0.738464,0.25918,0.46226,0.40666,0.550529,0.538473,0.30435,0.599633
6541,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,C,D,D,E,C,A,P,F,A,A,D,E,E,G,F,B,BI,EG,C,N,BC,A,K,DJ,0.472892,0.620805,0.634224,0.844287,0.281143,0.385129,0.333632,0.58354,0.5063,0.39068,0.321076,0.359249,0.312885,0.602363
6546,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,C,D,C,E,C,D,T,F,A,B,C,G,G,G,J,E,BI,CL,A,AN,AN,A,N,HK,0.432682,0.555782,0.692825,0.229617,0.281143,0.611915,0.786509,0.38318,0.39447,0.5,0.711942,0.698722,0.605077,0.285079
6553,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,F,C,E,E,C,T,K,A,A,A,F,E,I,I,G,AN,EL,A,AR,BM,C,R,GS,0.532264,0.021677,0.37718,0.383428,0.356315,0.447914,0.26682,0.38318,0.69676,0.20496,0.275431,0.387819,0.6426,0.419964
6563,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,I,A,A,A,G,F,F,I,K,BI,CL,A,U,L,C,N,HQ,0.694098,0.785784,0.745801,0.782772,0.372405,0.767863,0.590663,0.92996,0.64103,0.78396,0.74582,0.753252,0.712318,0.29492
