id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
4870,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,C,E,F,H,F,B,BI,BT,E,C,AX,L,K,DP,0.497513,0.827585,0.54977,0.452887,0.499798,0.350956,0.376887,0.58354,0.44352,0.39599,0.341813,0.352251,0.342239,0.770566,4470.65
4876,B,B,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,C,A,D,C,C,E,C,D,T,J,C,A,A,H,F,F,K,K,BI,EG,C,AD,L,C,P,IG,0.513457,0.299102,0.440642,0.753703,0.281143,0.745352,0.561773,0.87954,0.521,0.60932,0.727671,0.714544,0.768525,0.794684,2695.93
4883,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,D,A,C,B,D,B,D,A,A,B,A,D,B,C,E,A,C,T,A,A,A,B,I,F,G,H,G,BI,DU,A,AP,BM,E,P,LB,0.824083,0.245921,0.201309,0.493605,0.800402,0.673896,0.487571,0.64577,0.79734,0.64056,0.6075,0.612906,0.758902,0.359113,1956.26
4884,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,A,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,G,C,A,B,D,E,K,H,B,AB,EG,G,J,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.383391,3524.43
4889,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,D,B,B,D,D,D,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,D,D,F,H,G,B,BI,CL,A,AP,BN,A,K,EC,0.338258,0.488789,0.944251,0.432728,0.902259,0.364464,0.34058,0.49462,0.29269,0.36458,0.453334,0.443374,0.324464,0.357599,939.97
4894,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,H,B,M,EB,C,AF,AX,J,L,CR,0.344779,0.620805,0.54977,0.50382,0.281143,0.286032,0.278207,0.41762,0.37065,0.38541,0.231253,0.241676,0.388569,0.211318,1442.77
4901,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,A,A,B,G,G,G,F,B,BI,EB,A,A,AX,A,K,HK,0.550978,0.620805,0.61366,0.432728,0.517162,0.467177,0.560679,0.3128,0.4832,0.45017,0.661688,0.648446,0.351299,0.398734,1398.93
4902,B,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,F,A,A,G,I,G,F,B,BI,BT,C,E,Q,A,K,HQ,0.525038,0.785784,0.819748,0.827485,0.777274,0.410193,0.349614,0.60087,0.43524,0.51111,0.776962,0.798279,0.354344,0.809644,4805.1
4906,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,C,C,C,E,E,C,T,I,D,A,A,H,F,H,H,G,BI,EE,A,U,BM,A,O,IE,0.730887,0.488789,0.317666,0.309621,0.594196,0.596448,0.486091,0.68308,0.79047,0.60932,0.592525,0.579845,0.723122,0.294334,567.07
4908,A,B,A,B,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,B,B,A,A,C,B,D,D,A,A,A,B,H,C,D,C,E,A,D,T,F,Q,A,A,I,F,F,K,K,BI,CJ,E,F,N,A,Q,LB,0.640095,0.681761,0.419161,0.564742,0.388783,0.835073,0.760057,0.37194,0.64681,0.68039,0.805285,0.793317,0.820538,0.740546,12082.51
4912,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,B,H,D,C,C,E,C,D,T,F,M,A,C,H,F,G,K,K,BI,CS,A,AH,L,A,P,IG,0.513457,0.422197,0.440642,0.753703,0.281143,0.74041,0.6015,0.87954,0.521,0.61459,0.727671,0.714544,0.78245,0.229429,2766.17
4918,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,E,C,T,L,I,A,A,I,E,G,G,G,BI,CS,A,X,AD,A,O,IH,0.697779,0.15999,0.139862,0.493605,0.288217,0.511229,0.377397,0.49462,0.71422,0.26029,0.377724,0.443374,0.51666,0.560122,938.6
4923,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,C,E,E,H,H,B,BI,CL,A,AH,BO,A,K,FA,0.29562,0.488789,0.54977,0.318422,0.61906,0.363103,0.484365,0.44106,0.33611,0.34424,0.334828,0.328268,0.318646,0.237642,6512.25
4924,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,E,F,H,G,D,BI,EG,G,E,H,A,K,GI,0.296829,0.299102,0.634224,0.215482,0.281143,0.361473,0.585187,0.30768,0.40252,0.28677,0.3925,0.384201,0.276878,0.806086,2066.65
4930,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,B,A,B,C,B,C,B,A,A,A,A,A,C,D,E,E,G,E,R,I,A,A,C,G,F,G,I,F,BI,BT,A,E,AE,A,N,HK,0.645422,0.245921,0.527991,0.327354,0.718531,0.671307,0.460752,0.33906,0.62542,0.66076,0.6075,0.594646,0.678452,0.820718,5436.48
4932,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,N,C,A,A,I,I,F,F,D,BI,AM,C,N,H,A,K,KR,0.496063,0.422197,0.65431,0.318422,0.281143,0.510054,0.951754,0.63475,0.53565,0.50556,0.859322,0.848992,0.342239,0.603473,1668.13
4936,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,A,D,B,B,A,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,F,A,B,G,D,G,L,K,BI,BT,C,X,AW,A,Q,HK,0.471447,0.199504,0.280933,0.345595,0.61906,0.728019,0.633243,0.33372,0.44767,0.57172,0.441763,0.443374,0.79576,0.562693,2605.01
4937,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,J,A,A,A,I,G,E,D,D,BI,CL,A,R,J,E,I,KW,0.718156,0.245921,0.336963,0.402922,0.281143,0.581931,0.839819,0.29758,0.56889,0.59869,0.727671,0.714544,0.30435,0.442198,1016.07
4942,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,B,E,E,I,J,K,BI,CQ,A,AI,BM,E,O,DP,0.372785,0.681761,0.592681,0.614134,0.874863,0.438917,0.43525,0.60087,0.35127,0.43919,0.374064,0.366307,0.611431,0.35014,1037.05
4945,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,A,D,E,A,A,P,F,A,A,B,J,F,F,D,D,BI,EB,A,AS,J,A,I,LH,0.709867,0.028177,0.087672,0.383428,0.281143,0.471277,0.659695,0.29758,0.53565,0.54433,0.453334,0.443374,0.26115,0.717428,506.15
4947,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,D,B,B,D,D,D,A,C,B,B,B,A,A,A,B,A,D,D,E,E,A,A,S,I,G,A,A,E,E,G,H,D,BI,CS,A,AH,BO,A,L,FG,0.434106,0.199504,0.777587,0.275813,0.473767,0.516518,0.71243,0.37194,0.427,0.53328,0.441763,0.432101,0.453468,0.254975,1098.05
4951,A,B,B,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,D,D,A,C,A,A,D,B,C,B,G,C,T,G,I,A,A,L,F,E,H,G,BI,BC,C,AO,S,A,O,GA,0.894333,0.555782,0.246911,0.722125,0.594196,0.920386,0.600553,0.69334,0.91644,0.82249,0.853569,0.843026,0.824432,0.390206,6121.01
4957,A,B,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,D,B,B,B,B,A,B,B,B,A,A,A,G,H,D,D,C,G,C,A,N,F,L,A,A,D,D,H,H,D,BI,EG,A,J,AN,A,K,EL,0.230658,0.785784,0.634224,0.284048,0.281143,0.337681,0.590568,0.48864,0.30859,0.33428,0.228492,0.225288,0.30435,0.390268,8029.72
4961,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,G,B,BI,EG,C,AH,AE,J,K,CK,0.312802,0.681761,0.711159,0.412789,0.836443,0.220686,0.268988,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.241073,1223.49
4962,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,E,H,E,G,K,K,BI,CO,A,AH,Y,A,Q,GE,0.480125,0.245921,0.215772,0.50382,0.543117,0.688705,0.53231,0.56011,0.53565,0.47225,0.480509,0.481306,0.756454,0.240326,972
4968,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,C,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,A,F,G,H,F,B,BI,EF,A,U,X,C,J,GC,0.490265,0.681761,0.634224,0.83324,0.836443,0.351223,0.364111,0.68308,0.40455,0.47779,0.535044,0.523266,0.318646,0.296941,1277.74
4969,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,A,J,K,F,F,D,BI,CL,A,AS,AN,J,J,LI,0.394724,0.785784,0.792378,0.267727,0.281143,0.522682,0.964994,0.41762,0.40455,0.43919,0.960171,0.955648,0.276878,0.708676,1619.61
4973,A,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,D,A,P,F,D,A,A,C,E,L,I,B,C,EL,K,G,AK,E,M,CD,0.199379,0.785784,0.527991,0.18295,0.340543,0.171743,0.260059,0.25918,0.2418,0.2123,0.169206,0.167768,0.339244,0.209803,6326.3
4974,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,C,C,E,C,D,T,I,A,A,A,G,D,G,L,K,BI,BC,C,P,AX,A,Q,HG,0.321594,0.299102,0.246911,0.402922,0.281143,0.599558,0.418205,0.61795,0.34365,0.38016,0.377724,0.369858,0.704052,0.601936,1174.68
4983,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,D,B,B,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,D,E,A,P,K,A,C,B,D,D,I,G,B,BI,CL,C,J,K,O,K,CN,0.360665,0.785784,0.692825,0.921781,0.916543,0.330356,0.304587,0.64027,0.37065,0.39599,0.234038,0.236124,0.348267,0.386408,7781.47
4986,A,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,B,C,B,D,C,A,B,A,D,A,C,D,C,E,C,D,T,M,O,A,A,G,G,G,J,K,BI,CQ,C,AH,AX,A,N,HK,0.485918,0.827585,0.634224,0.432728,0.281143,0.580786,0.630557,0.65663,0.4832,0.58257,0.678924,0.665644,0.633362,0.230284,16044.97
4987,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,C,A,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,H,F,G,J,K,BI,CL,C,AS,AW,I,N,HX,0.498963,0.620805,0.317666,0.364302,0.752295,0.558301,0.548342,0.44697,0.42289,0.55533,0.5039,0.538473,0.6426,0.715649,3339.66
4990,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,C,D,A,B,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,H,L,A,B,D,E,K,H,B,AB,C,A,E,BM,A,M,CK,0.325401,0.422197,0.592681,0.473202,0.758711,0.201125,0.262345,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.803538,2438.97
5001,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,G,A,P,I,A,A,A,I,I,E,F,D,BI,CL,A,Y,AN,C,J,KW,0.601902,0.620805,0.792378,0.24439,0.281143,0.653958,0.972119,0.36636,0.60151,0.56627,0.883714,0.925574,0.345247,0.695374,856.88
5003,A,B,A,A,B,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,G,M,A,B,I,J,F,F,D,BI,EB,A,K,AF,A,J,KW,0.572391,0.681761,0.777587,0.267727,0.517162,0.508584,0.675139,0.33372,0.57506,0.54433,0.927095,0.920142,0.351299,0.36057,5184.65
5006,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,C,A,P,G,D,A,A,E,F,I,F,B,AB,BC,A,AV,AS,A,K,GI,0.431259,0.127059,0.506105,0.364302,0.356315,0.256528,0.379556,0.31796,0.35897,0.32446,0.341813,0.335036,0.26115,0.313616,987.66
5008,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,B,A,C,B,D,B,A,A,A,B,H,D,B,C,E,A,C,T,F,A,A,E,K,F,G,H,G,BI,EB,A,AS,Y,A,O,LO,0.884054,0.245921,0.150744,0.62377,0.635304,0.753959,0.533907,0.80058,0.90264,0.80914,0.588753,0.665644,0.81255,0.72514,4879.51
5012,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,D,A,A,G,H,H,F,B,BI,CS,A,S,AE,A,K,HK,0.54667,0.681761,0.692825,0.327354,0.87101,0.364464,0.401162,0.26847,0.46226,0.50556,0.715131,0.701926,0.345247,0.674404,799.53
5013,B,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,J,C,A,B,E,E,I,G,B,BI,V,A,K,BM,C,K,DJ,0.475784,0.422197,0.484196,0.534409,0.78323,0.331919,0.33616,0.36083,0.39849,0.39599,0.29775,0.301921,0.351299,0.360712,3000.24
5014,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,D,A,A,B,H,D,B,C,B,G,C,T,F,A,A,B,O,D,F,J,G,BI,EL,A,AM,Y,C,R,KB,0.890435,0.127059,0.041833,0.54456,0.491114,0.907555,0.583797,0.49462,0.92444,0.8351,0.511698,0.576121,0.914771,0.835403,1674.67
5023,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,L,I,A,A,C,D,H,G,B,BI,CL,A,E,K,A,K,BX,0.360665,0.827585,0.939453,0.918784,0.895958,0.330356,0.3161,0.64027,0.37065,0.39599,0.239678,0.236124,0.345247,0.807964,4336.67
5029,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,J,A,A,A,G,F,I,M,K,AB,DW,A,R,AJ,E,Q,HV,0.277834,0.358319,0.280933,0.364302,0.397069,0.483894,0.385034,0.35533,0.34365,0.44467,0.4922,0.481306,0.758902,0.454727,562.72
